text,class,date,aspect
serviços de massagem também excelente,1,2025-07-23 18:40:10+00:00,Áreas comuns
espaço das piscinas e bar da piscina excelentes,1,2024-03-07 00:00:00+00:00,Áreas comuns
Parabéns pela limpeza e organização dos quartos.,1,2024-01-22 00:00:00+00:00,Quarto
o quarto é limpo,1,2024-04-23 00:00:00+00:00,Quarto
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns
Um atendimento impecável.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns
funcionários receptivos,1,2024-11-21 00:00:00+00:00,Atendimento da equipe
Recepção com bastante simpatia e agilidade!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns
espaços amplios nas salas e quartos,1,2025-01-06 19:12:12+00:00,Quarto
O hotel conta com piscinas,1,2024-08-27 13:55:56+00:00,Áreas comuns
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto
as camas são confortáveis.,1,2025-05-08 12:41:56+00:00,Quarto
funcionários educados,1,2024-08-11 23:03:04+00:00,Atendimento da equipe
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
"O quarto é super confortável e aconchegante, proporcionando uma estadia de descanso",1,2025-06-12 22:35:40+00:00,Quarto
quarto confortável,1,2025-06-21 00:00:00+00:00,Quarto
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns
todos são super empenhados e preocupados com seus clientes,1,2024-09-02 00:00:00+00:00,Atendimento da equipe
cama espaçosa e macia.,1,2025-05-29 00:00:00+00:00,Quarto
Funcionários extremamente educados e delicados.,1,2024-01-28 00:00:00+00:00,Atendimento da equipe
Possui 3 piscinas abertas incluindo uma para crianças além de duas hidromassagem também externa mas que não chegamos a utilizar.,1,2024-01-17 22:10:10+00:00,Áreas comuns
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe
academia muito bons,1,2024-04-27 00:00:00+00:00,Áreas comuns
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto
tudo muito limpo,1,2025-02-11 00:00:00+00:00,Quarto
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe
"Um agradecimento à recepcionista Beatriz que me atendeu muito bem, educada",1,2024-11-07 00:00:00+00:00,Atendimento da equipe
estacionamento,1,2024-12-15 12:44:08+00:00,Áreas comuns
"Hotel limpo, organizado.",1,2024-10-14 12:00:36+00:00,Áreas comuns
"Piscinas, redes, decoração moderna.",1,2025-04-25 00:00:00+00:00,Áreas comuns
conversei com três dos recepcionistas e são educados e hospitaleiros.,1,2025-03-01 00:00:00+00:00,Atendimento da equipe
Profissionais super atenciosos,1,2025-07-02 00:00:00+00:00,Atendimento da equipe
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto
"Todos muito receptivos, desde a entrada ate a sua saída!",1,2024-11-14 14:49:35+00:00,Atendimento da equipe
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto
Destaque para simpatia e atenção dos funcionários,1,2024-03-22 00:00:00+00:00,Atendimento da equipe
pedi e eles fizeram surpresa p meu marido no niver dele ( decorando o quarto),1,2025-05-17 00:00:00+00:00,Quarto
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
camas confortáveis,1,2024-01-28 00:00:00+00:00,Quarto
os serviços de quarto funcionam super bem,1,2024-06-22 00:00:00+00:00,Atendimento da equipe
"Área da piscina maravilhosa, não usamos porque nos dias que estavam aí, estava bem frio.",1,2024-03-07 00:00:00+00:00,Áreas comuns
espaço das piscinas e bar da piscina excelentes,1,2024-03-07 00:00:00+00:00,Áreas comuns
boa limpeza dos quartos,1,2025-06-06 01:10:27+00:00,Quarto
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns
"destacamos ainda o Sr. Amarildo, Metre do restaurante que foi extremamente atencioso e cortês",1,2024-12-08 00:00:00+00:00,Atendimento da equipe
"Quarto pequeno, porém sempre deixam bem limpo, e bem arejado.",1,2024-03-07 00:00:00+00:00,Quarto
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto
"Parabéns, para todos da equipe!!!!",1,2024-10-21 00:00:00+00:00,Atendimento da equipe
o bar da piscina bem legal também!,1,2024-11-14 14:49:35+00:00,Áreas comuns
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto
atendentes,1,2024-04-02 00:40:21+00:00,Atendimento da equipe
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
"Aproveito para recomendar este hotel e dar os parabéns pelo excelente atendimento da Neide (massagista), e dos atendentes da recepção Emílio, Josi e José!",1,2024-10-04 00:00:00+00:00,Atendimento da equipe
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto
"Serviços, funcionários e ambiente nota dez!",1,2025-05-16 01:11:51+00:00,Atendimento da equipe
funcionários educados,1,2024-08-11 23:03:04+00:00,Atendimento da equipe
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe
os garçons eram muito simpáticos e prestativos,1,2025-04-22 15:26:08+00:00,Atendimento da equipe
Limpeza,1,2024-06-28 23:28:17+00:00,Quarto
Equipa simpática,1,2024-06-15 13:59:54+00:00,Atendimento da equipe
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns
cama boa,1,2024-02-02 15:05:14+00:00,Quarto
uma luz ambiente bem agradável,1,2024-11-14 00:00:00+00:00,Quarto
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto
"A área da piscina era muito boa, com três piscinas e duas jacuzzis, e o jardim impecável.",1,2025-06-05 21:15:34+00:00,Áreas comuns
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto
Funcionários simpáticos.,1,2025-05-29 00:00:00+00:00,Atendimento da equipe
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
Limpeza,1,2024-06-28 23:28:17+00:00,Quarto
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto
área das piscinas linda,1,2025-05-05 00:00:00+00:00,Áreas comuns
Recepção uma simpatia.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
Recepção com bastante simpatia e agilidade!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
conforto,1,2025-03-25 15:57:20+00:00,Quarto
a limpeza do quarto e do hotel 100%!!!,1,2025-04-28 00:00:00+00:00,Quarto
cama e travesseiros excelentes,1,2024-03-22 19:47:42+00:00,Quarto
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
frigobar gelando muito bem,1,2024-04-13 15:14:04+00:00,Quarto
uma academia bem novinha,1,2025-02-11 00:00:00+00:00,Áreas comuns
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns
3 piscinas com tamanhos distintos,1,2024-01-10 00:00:00+00:00,Áreas comuns
a limpeza do quarto e do hotel 100%!!!,1,2025-04-28 00:00:00+00:00,Quarto
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe
"Funcionários atenciosos, simpáticos, prestativos!",1,2024-01-27 00:00:00+00:00,Atendimento da equipe
hotel bonito e aconchegante,1,2025-03-16 18:10:30+00:00,Quarto
uma cama de casal enorme e confortável e uma cama de solteiro,1,2025-07-05 03:27:02+00:00,Quarto
Funcionários educados.,1,2025-04-24 00:00:00+00:00,Atendimento da equipe
camas ótimas,1,2024-10-02 00:00:00+00:00,Quarto
as camas são confortáveis.,1,2025-05-08 12:41:56+00:00,Quarto
Funcionários do bar da piscina atenciosos e ágeis.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto
Piscina e Jscuzzi sempre limpas.,1,2024-12-09 13:14:23+00:00,Áreas comuns
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe
flexível para ajustes de check out,1,2024-04-27 00:00:00+00:00,Atendimento da equipe
atendimento nos quartos ... é maravilhoso,1,2024-08-16 22:34:03+00:00,Atendimento da equipe
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe
Atendimento excelente e muito simpático da Iara da recepção do Hotel e demais funcionários.,1,2025-07-05 03:27:02+00:00,Atendimento da equipe
atendimento ótimo,1,2024-07-25 00:00:00+00:00,Atendimento da equipe
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto
Equipe extremamente educada.,1,2024-12-09 13:14:23+00:00,Atendimento da equipe
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns
"Serviços, funcionários e ambiente nota dez!",1,2025-05-16 01:11:51+00:00,Atendimento da equipe
muito limpo,1,2024-02-22 19:56:02+00:00,Quarto
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto
muito limpo,1,2024-02-22 19:56:02+00:00,Quarto
Possui 3 piscinas abertas incluindo uma para crianças além de duas hidromassagem também externa mas que não chegamos a utilizar.,1,2024-01-17 22:10:10+00:00,Áreas comuns
O quarto é muito espaçoso,1,2024-08-23 00:00:00+00:00,Quarto
os quartos confortáveis,1,2024-01-19 11:43:44+00:00,Quarto
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto
"Piscina, hidromassagem, bar na piscina, ping pong, sinuca. Tem tudo para entretenimento.",1,2024-03-29 00:00:00+00:00,Áreas comuns
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns
Atendimento impecável! Colaboradores atenciosos,1,2025-04-28 00:00:00+00:00,Atendimento da equipe
quarto grande e aconchegante,1,2025-05-05 00:00:00+00:00,Quarto
fomos muito bem recepcionados,1,2024-06-15 19:13:47+00:00,Atendimento da equipe
"Piscinas perfeitas, aquecidas e limpas.",1,2024-01-07 00:00:00+00:00,Áreas comuns
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
Os colaboradores sempre muito solícitos.,1,2024-12-26 19:41:36+00:00,Atendimento da equipe
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe
atendimento nos quartos ... é maravilhoso,1,2024-08-16 22:34:03+00:00,Atendimento da equipe
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns
o atendimento 10!,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
estacionamento bom,1,2024-05-23 00:00:00+00:00,Áreas comuns
serviço de alta qualidade do checkin,1,2024-01-28 23:49:14+00:00,Atendimento da equipe
conforto,1,2025-03-25 15:57:20+00:00,Quarto
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe
O quarto é de bom tamanho,1,2025-05-08 12:41:56+00:00,Quarto
quarto grande com todas as amenidades,1,2024-02-04 11:27:52+00:00,Quarto
"Os funcionários do refeitório, café da manhã são bons.",1,2024-05-24 00:00:00+00:00,Atendimento da equipe
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto
quarto confortável,1,2025-07-21 00:00:00+00:00,Quarto
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
"Possui piscinas, jacuzzi e serviço de spa com massagem.",1,2024-10-04 00:00:00+00:00,Áreas comuns
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe
piscina,1,2024-11-27 20:20:51+00:00,Áreas comuns
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
funcionários (em geral) atenciosos,1,2025-01-19 00:00:00+00:00,Atendimento da equipe
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto
O quarto é de bom tamanho,1,2025-05-08 12:41:56+00:00,Quarto
funcionários receptivos,1,2024-11-21 00:00:00+00:00,Atendimento da equipe
o atendimento 10!,1,2024-11-08 00:00:00+00:00,Atendimento da equipe
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
limpo,1,2024-10-16 11:12:20+00:00,Quarto
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns
"tudo muito limpo cheiroso, toalhas de banho roupas de cama",1,2024-09-10 14:15:15+00:00,Quarto
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns
O hotel conta com piscinas,1,2024-08-27 00:00:00+00:00,Áreas comuns
academia ótimas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns
o quarto tem uma cama grande,1,2024-03-19 18:37:23+00:00,Quarto
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe
funcionários muito educados,1,2024-06-22 00:00:00+00:00,Atendimento da equipe
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto
do Dênis do restaurante que no meu aniversário fez uma surpresa com um bolinho,1,2024-11-06 00:00:00+00:00,Atendimento da equipe
bem decorados,1,2024-06-22 00:00:00+00:00,Quarto
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe
O hotel conta com ... academia,1,2024-08-27 00:00:00+00:00,Áreas comuns
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto
A área da recepção é ampla e com sofás bem confortáveis;,1,2025-03-17 00:00:00+00:00,Áreas comuns
tratamento pela equipe muito bom,1,2024-04-13 23:49:58+00:00,Atendimento da equipe
Quartos amplos e confortáveis,1,2024-01-28 23:49:14+00:00,Quarto
funcionários sempre gentis,1,2024-02-02 21:12:24+00:00,Atendimento da equipe
"Queria também agradecer a Beatriz que nos recepcionou de forma agradavel, e foi extremamente gentil e prestativa",1,2024-11-07 00:00:00+00:00,Atendimento da equipe
O pessoal da recepção super solícitos,1,2024-12-05 23:52:33+00:00,Atendimento da equipe
cama deliciosa,1,2024-03-29 00:00:00+00:00,Quarto
Atendimento de excelência.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe
funcionários cordiais,1,2025-01-22 02:21:16+00:00,Atendimento da equipe
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto
hotel bem limpinho e organizado,1,2024-10-23 12:49:34+00:00,Quarto
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns
roupas de cama e banho limpas,1,2024-11-21 00:00:00+00:00,Quarto
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns
"Parabéns, para todos da equipe!!!!",1,2024-10-21 00:00:00+00:00,Atendimento da equipe
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe
Os funcionários são muito atenciosos.,1,2025-06-05 21:15:34+00:00,Atendimento da equipe
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto
piscina,1,2025-03-25 15:57:20+00:00,Áreas comuns
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns
bar da piscina,1,2024-12-25 00:00:00+00:00,Áreas comuns
Os quartos são confortáveis,1,2025-02-23 00:00:00+00:00,Quarto
Ótimo atendimento,1,2024-05-18 01:07:30+00:00,Atendimento da equipe
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto
cama e travesseiros excelentes,1,2024-03-22 19:47:42+00:00,Quarto
O pessoal da recepção super solícitos,1,2024-12-05 23:52:33+00:00,Atendimento da equipe
"Amei o Hotel, funcionários super simpáticos e solícitos.",1,2024-03-07 00:00:00+00:00,Atendimento da equipe
O hotel conta com ... academia,1,2024-08-27 13:55:56+00:00,Áreas comuns
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto
"Os funcionários do refeitório, café da manhã são bons.",1,2024-05-24 00:00:00+00:00,Atendimento da equipe
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns
parabéns a limpeza do hotel,1,2024-11-07 00:00:00+00:00,Quarto
Os funcionários foram extremamente receptivos e atenciosos durante toda a estadia.,1,2025-05-30 00:00:00+00:00,Atendimento da equipe
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe
sendo o melhor atendimento no bar da piscina.,1,2024-12-25 00:00:00+00:00,Atendimento da equipe
"Ambiente de piscina excelente, contendo piscinas frias, duas jacuzzis, um bar, redes de descanso, espreguiçadeiras e bancos confortáveis.",1,2025-05-08 12:41:56+00:00,Áreas comuns
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto
Área de piscinas e jacuzzi,1,2025-01-06 19:12:12+00:00,Áreas comuns
hotel sempre limpo e cheiroso,1,2025-03-16 18:10:30+00:00,Quarto
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto
Limpo.,1,2024-02-16 12:53:56+00:00,Quarto
o quarto era bem amplo e limpo,1,2024-11-16 00:00:00+00:00,Quarto
esse complexo tem três piscinas duas Jacuzzi,1,2025-02-11 00:00:00+00:00,Áreas comuns
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns
resolução imediata do primeiro dia,1,2024-05-23 00:00:00+00:00,Atendimento da equipe
hotel sempre limpo e cheiroso,1,2025-03-16 18:10:30+00:00,Quarto
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns
funcionários atenciosos,1,2024-07-27 10:34:28+00:00,Atendimento da equipe
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto
Excelente atendimento a todos e principalmente a Beatriz.. Fui hospedado e fui muito bem atendido pela funcionária de lá a Beatriz excelente pessoa atenciosa e muito educada super indico e logo logo estarei de volta e espero que a funcionária excelente esteja novamente..parabéns toda equipe e principalmente a Beatriz..,1,2024-11-07 00:00:00+00:00,Atendimento da equipe
quartos espaçosos,1,2024-06-22 00:00:00+00:00,Quarto
O quarto era espaçoso e confortável,1,2024-04-13 15:14:04+00:00,Quarto
fomos muito bem recepcionados,1,2024-06-15 19:13:47+00:00,Atendimento da equipe
