text,class,date,aspect,score
conforto,1,2025-03-25 15:57:20+00:00,Quarto,0.5201343
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
quartos e banheiros grandes,1,2024-12-23 00:00:00+00:00,Quarto,0.52084553
os funcionarios sao educados,1,2024-12-11 10:44:25+00:00,Atendimento da equipe,0.9810774
academia ótimas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns,0.99068314
sendo o melhor atendimento no bar da piscina.,1,2024-12-25 00:00:00+00:00,Atendimento da equipe,0.99031353
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto,0.9509936
"Quarto pequeno, porém sempre deixam bem limpo, e bem arejado.",1,2024-03-07 00:00:00+00:00,Quarto,0.51986617
quarto confortável,1,2024-08-21 11:08:27+00:00,Quarto,0.77771056
"Ao chegarmos ganhamos um upgrade de quarto, o qual era maior (uma cama de casal enorme e confortável e uma cama de solteiro), devia ter em torno de uns 20 metros, espaçoso com banheiro grande e moderno, o quarto era muito acolhedor.",1,2025-07-05 03:27:02+00:00,Quarto,0.9180699
"Deixo agradecimentos especial ao Sr Amarildo, David, Denise, Batista, Denis, Diego e tantos outros que foram mto amorosos conoscos.",1,2025-04-10 00:00:00+00:00,Atendimento da equipe,0.992024
O serviço é excelente com funcionários muito prestativos.,1,2024-01-17 22:10:10+00:00,Atendimento da equipe,0.9721208
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe,0.5839156
"Sinceramente, nunca me senti tão especial!",1,2025-04-10 00:00:00+00:00,Atendimento da equipe,0.9931003
Destaque para Elisa do restaurante  que foi extremamente gentil conosco.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe,0.9853794
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe,0.9946157
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe,0.9912127
Quartos limpos e grandes.,1,2024-01-07 00:00:00+00:00,Quarto,0.9552714
"Nosso apto era categoria Confort, muito espaçoso com uma cama de solteiro e uma king",1,2024-01-24 00:00:00+00:00,Quarto,0.7740053
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe,0.977957
"Um agradecimento à recepcionista Beatriz que me atendeu muito bem, educada",1,2024-11-07 00:00:00+00:00,Atendimento da equipe,0.99271375
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns,0.9533414
serviço de quarto,1,2024-09-10 14:15:15+00:00,Atendimento da equipe,0.45224026
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto,0.63451517
O que é bom nesse hotel apenas: ar condicionado,1,2024-01-18 00:00:00+00:00,Quarto,0.82840717
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe,0.9946157
Obrigada a toda a equipe.,1,2025-03-18 00:00:00+00:00,Atendimento da equipe,0.9829844
superaram todas minhas expectativas,1,2024-09-02 00:00:00+00:00,Atendimento da equipe,0.8305608
Área com piscinas.,1,2024-02-02 13:08:29+00:00,Áreas comuns,0.4999915
quarto confortável,1,2025-06-21 00:00:00+00:00,Quarto,0.77771056
achamos a estrutura muito bonita,1,2024-11-07 00:00:00+00:00,Áreas comuns,0.9705056
Quarto grande,1,2024-01-28 00:00:00+00:00,Quarto,0.9427399
"A área da piscina muito agradável, com petiscos e drinks ótimos.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.99045086
"Todos muito receptivos, desde a entrada ate a sua saída!",1,2024-11-14 14:49:35+00:00,Atendimento da equipe,0.98583966
quarto confortável,1,2025-07-21 00:00:00+00:00,Quarto,0.77771056
limpeza feita todos os dias,1,2024-04-13 15:14:04+00:00,Quarto,0.4998753
Atendimento impecável! Colaboradores atenciosos,1,2025-04-28 00:00:00+00:00,Atendimento da equipe,0.9889613
Quarto muito confortável,1,2025-04-26 00:56:11+00:00,Quarto,0.94142413
Funcionários extremamente educados e delicados.,1,2024-01-28 00:00:00+00:00,Atendimento da equipe,0.9917355
Recepção ótima funcionários prestativos e simpáticos,1,2024-02-04 11:27:52+00:00,Atendimento da equipe,0.979889
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns,0.73702466
o quarto tem uma cama grande,1,2024-03-19 18:37:23+00:00,Quarto,0.5324848
bem decorados,1,2024-06-22 00:00:00+00:00,Quarto,0.87280107
as instacoes sao novas,1,2024-12-11 10:44:25+00:00,Áreas comuns,0.9750878
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe,0.9928777
superaram todas minhas expectativas,1,2024-09-02 00:00:00+00:00,Atendimento da equipe,0.8305608
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns,0.9909644
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe,0.7606096
Atendimento excelente e muito simpático da Iara da recepção do Hotel e demais funcionários.,1,2025-07-05 03:27:02+00:00,Atendimento da equipe,0.97744745
Quarto limpo,1,2024-11-14 14:49:35+00:00,Quarto,0.6235927
área das piscinas linda,1,2025-05-05 00:00:00+00:00,Áreas comuns,0.9819986
A área da recepção é ampla e com sofás bem confortáveis;,1,2025-03-17 00:00:00+00:00,Áreas comuns,0.8490446
serviços de massagem também excelente,1,2025-07-23 18:40:10+00:00,Áreas comuns,0.97044504
espaço das piscinas e bar da piscina excelentes,1,2024-03-07 00:00:00+00:00,Áreas comuns,0.9736197
Parabéns pela limpeza e organização dos quartos.,1,2024-01-22 00:00:00+00:00,Quarto,0.98788476
o quarto é limpo,1,2024-04-23 00:00:00+00:00,Quarto,0.54160374
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto,0.6030147
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns,0.68595344
Um atendimento impecável.,1,2024-01-22 00:00:00+00:00,Atendimento da equipe,0.9850992
"Área da piscina possui redes e bancos para descanso, além de ser bem bonita.",1,2025-03-17 00:00:00+00:00,Áreas comuns,0.94136286
funcionários receptivos,1,2024-11-21 00:00:00+00:00,Atendimento da equipe,0.7166137
Recepção com bastante simpatia e agilidade!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe,0.9503971
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns,0.98128426
espaços amplios nas salas e quartos,1,2025-01-06 19:12:12+00:00,Quarto,0.7324139
O hotel conta com piscinas,1,2024-08-27 13:55:56+00:00,Áreas comuns,0.50394213
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto,0.9509936
as camas são confortáveis.,1,2025-05-08 12:41:56+00:00,Quarto,0.81790465
funcionários educados,1,2024-08-11 23:03:04+00:00,Atendimento da equipe,0.5839156
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9935676
"O quarto é super confortável e aconchegante, proporcionando uma estadia de descanso",1,2025-06-12 22:35:40+00:00,Quarto,0.98745334
quarto confortável,1,2025-06-21 00:00:00+00:00,Quarto,0.77771056
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.33996984
todos são super empenhados e preocupados com seus clientes,1,2024-09-02 00:00:00+00:00,Atendimento da equipe,0.98051184
cama espaçosa e macia.,1,2025-05-29 00:00:00+00:00,Quarto,0.7142474
Funcionários extremamente educados e delicados.,1,2024-01-28 00:00:00+00:00,Atendimento da equipe,0.9917355
Possui 3 piscinas abertas incluindo uma para crianças além de duas hidromassagem também externa mas que não chegamos a utilizar.,1,2024-01-17 22:10:10+00:00,Áreas comuns,0.2848961
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe,0.9928777
academia muito bons,1,2024-04-27 00:00:00+00:00,Áreas comuns,0.953838
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto,0.8790842
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto,0.7690316
tudo muito limpo,1,2025-02-11 00:00:00+00:00,Quarto,0.96626055
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe,0.9928777
"Um agradecimento à recepcionista Beatriz que me atendeu muito bem, educada",1,2024-11-07 00:00:00+00:00,Atendimento da equipe,0.99271375
estacionamento,1,2024-12-15 12:44:08+00:00,Áreas comuns,0.48385072
"Hotel limpo, organizado.",1,2024-10-14 12:00:36+00:00,Áreas comuns,0.98014206
"Piscinas, redes, decoração moderna.",1,2025-04-25 00:00:00+00:00,Áreas comuns,0.8688488
conversei com três dos recepcionistas e são educados e hospitaleiros.,1,2025-03-01 00:00:00+00:00,Atendimento da equipe,0.9547013
Profissionais super atenciosos,1,2025-07-02 00:00:00+00:00,Atendimento da equipe,0.9919798
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto,0.9142219
"Todos muito receptivos, desde a entrada ate a sua saída!",1,2024-11-14 14:49:35+00:00,Atendimento da equipe,0.98583966
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto,0.5591886
Destaque para simpatia e atenção dos funcionários,1,2024-03-22 00:00:00+00:00,Atendimento da equipe,0.95352066
pedi e eles fizeram surpresa p meu marido no niver dele ( decorando o quarto),1,2025-05-17 00:00:00+00:00,Quarto,0.8040118
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9890663
camas confortáveis,1,2024-01-28 00:00:00+00:00,Quarto,0.65247256
os serviços de quarto funcionam super bem,1,2024-06-22 00:00:00+00:00,Atendimento da equipe,0.98254764
"Área da piscina maravilhosa, não usamos porque nos dias que estavam aí, estava bem frio.",1,2024-03-07 00:00:00+00:00,Áreas comuns,0.87256145
espaço das piscinas e bar da piscina excelentes,1,2024-03-07 00:00:00+00:00,Áreas comuns,0.9736197
boa limpeza dos quartos,1,2025-06-06 01:10:27+00:00,Quarto,0.8343921
"Gostaria também de parabenizar a recepcionista Beatriz, que foi muito gentil, dando informações maravilhosas e também dicas de passeio, minha gratidão.",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9890663
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns,0.9909644
"destacamos ainda o Sr. Amarildo, Metre do restaurante que foi extremamente atencioso e cortês",1,2024-12-08 00:00:00+00:00,Atendimento da equipe,0.98400813
"Quarto pequeno, porém sempre deixam bem limpo, e bem arejado.",1,2024-03-07 00:00:00+00:00,Quarto,0.51986617
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto,0.93542826
"Parabéns, para todos da equipe!!!!",1,2024-10-21 00:00:00+00:00,Atendimento da equipe,0.9776163
o bar da piscina bem legal também!,1,2024-11-14 14:49:35+00:00,Áreas comuns,0.9823188
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto,0.765286
atendentes,1,2024-04-02 00:40:21+00:00,Atendimento da equipe,0.5392155
Agradecimento a Beatriz pelo atendimento Maravilhoso e profissional.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe,0.9928777
"Gostei muito do atendimento dos funcionários, desde de a portaria ao restaurante.",1,2024-12-25 00:00:00+00:00,Atendimento da equipe,0.9912127
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns,0.9678656
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9935676
"Aproveito para recomendar este hotel e dar os parabéns pelo excelente atendimento da Neide (massagista), e dos atendentes da recepção Emílio, Josi e José!",1,2024-10-04 00:00:00+00:00,Atendimento da equipe,0.9916715
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.98372865
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto,0.5853526
"Serviços, funcionários e ambiente nota dez!",1,2025-05-16 01:11:51+00:00,Atendimento da equipe,0.99068755
funcionários educados,1,2024-08-11 23:03:04+00:00,Atendimento da equipe,0.5839156
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe,0.963802
os garçons eram muito simpáticos e prestativos,1,2025-04-22 15:26:08+00:00,Atendimento da equipe,0.9856384
Limpeza,1,2024-06-28 23:28:17+00:00,Quarto,0.70300865
Equipa simpática,1,2024-06-15 13:59:54+00:00,Atendimento da equipe,0.9401633
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns,0.9678656
cama boa,1,2024-02-02 15:05:14+00:00,Quarto,0.54661304
uma luz ambiente bem agradável,1,2024-11-14 00:00:00+00:00,Quarto,0.9749132
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto,0.6030147
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto,0.77771056
"A área da piscina era muito boa, com três piscinas e duas jacuzzis, e o jardim impecável.",1,2025-06-05 21:15:34+00:00,Áreas comuns,0.9836485
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto,0.9142219
quartos amplos e limpos,1,2025-03-03 00:00:00+00:00,Quarto,0.7690316
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto,0.5853526
Funcionários simpáticos.,1,2025-05-29 00:00:00+00:00,Atendimento da equipe,0.9762076
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.96045196
Limpeza,1,2024-06-28 23:28:17+00:00,Quarto,0.70300865
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto,0.8790842
área das piscinas linda,1,2025-05-05 00:00:00+00:00,Áreas comuns,0.9819986
Recepção uma simpatia.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe,0.9753809
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.96045196
Recepção com bastante simpatia e agilidade!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe,0.9503971
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.96045196
Tem 2 Jacuzzis sempre limpas e quentes.,1,2025-08-02 00:00:00+00:00,Áreas comuns,0.73702466
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto,0.5591886
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.96045196
conforto,1,2025-03-25 15:57:20+00:00,Quarto,0.5201343
a limpeza do quarto e do hotel 100%!!!,1,2025-04-28 00:00:00+00:00,Quarto,0.94440895
cama e travesseiros excelentes,1,2024-03-22 19:47:42+00:00,Quarto,0.95810586
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
frigobar gelando muito bem,1,2024-04-13 15:14:04+00:00,Quarto,0.9940883
uma academia bem novinha,1,2025-02-11 00:00:00+00:00,Áreas comuns,0.90991265
uma experiência de massagem numa spa terapia vale muito a pena,1,2025-02-11 00:00:00+00:00,Áreas comuns,0.9678656
3 piscinas com tamanhos distintos,1,2024-01-10 00:00:00+00:00,Áreas comuns,0.38610214
a limpeza do quarto e do hotel 100%!!!,1,2025-04-28 00:00:00+00:00,Quarto,0.94440895
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
Camas confortáveis,1,2024-07-27 10:34:28+00:00,Quarto,0.6030147
O que é bom nesse hotel apenas: cama,1,2024-01-18 00:00:00+00:00,Quarto,0.9509936
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto,0.9142219
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe,0.963802
"Funcionários atenciosos, simpáticos, prestativos!",1,2024-01-27 00:00:00+00:00,Atendimento da equipe,0.9932145
hotel bonito e aconchegante,1,2025-03-16 18:10:30+00:00,Quarto,0.9386195
uma cama de casal enorme e confortável e uma cama de solteiro,1,2025-07-05 03:27:02+00:00,Quarto,0.92954236
Funcionários educados.,1,2025-04-24 00:00:00+00:00,Atendimento da equipe,0.4119246
camas ótimas,1,2024-10-02 00:00:00+00:00,Quarto,0.9478332
as camas são confortáveis.,1,2025-05-08 12:41:56+00:00,Quarto,0.81790465
Funcionários do bar da piscina atenciosos e ágeis.,1,2024-01-07 00:00:00+00:00,Atendimento da equipe,0.973191
o quarto era bem amplo,1,2024-11-16 00:00:00+00:00,Quarto,0.63451517
Piscina e Jscuzzi sempre limpas.,1,2024-12-09 13:14:23+00:00,Áreas comuns,0.58181703
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe,0.8149504
atendimento de todos impecável,1,2024-08-23 00:00:00+00:00,Atendimento da equipe,0.963802
flexível para ajustes de check out,1,2024-04-27 00:00:00+00:00,Atendimento da equipe,0.58551615
atendimento nos quartos ... é maravilhoso,1,2024-08-16 22:34:03+00:00,Atendimento da equipe,0.9911254
Atendimento ao chegar e ao sair!,1,2025-01-29 00:00:00+00:00,Atendimento da equipe,0.8149504
Atendimento excelente e muito simpático da Iara da recepção do Hotel e demais funcionários.,1,2025-07-05 03:27:02+00:00,Atendimento da equipe,0.97744745
atendimento ótimo,1,2024-07-25 00:00:00+00:00,Atendimento da equipe,0.8598631
Lençóis e toalhas trocados todos os dias.,1,2025-03-18 00:00:00+00:00,Quarto,0.5591886
Equipe extremamente educada.,1,2024-12-09 13:14:23+00:00,Atendimento da equipe,0.99290305
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns,0.50704914
"Serviços, funcionários e ambiente nota dez!",1,2025-05-16 01:11:51+00:00,Atendimento da equipe,0.99068755
muito limpo,1,2024-02-22 19:56:02+00:00,Quarto,0.91265553
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe,0.9946157
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.33996984
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto,0.66776067
muito limpo,1,2024-02-22 19:56:02+00:00,Quarto,0.91265553
Possui 3 piscinas abertas incluindo uma para crianças além de duas hidromassagem também externa mas que não chegamos a utilizar.,1,2024-01-17 22:10:10+00:00,Áreas comuns,0.2848961
O quarto é muito espaçoso,1,2024-08-23 00:00:00+00:00,Quarto,0.887335
os quartos confortáveis,1,2024-01-19 11:43:44+00:00,Quarto,0.8022985
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto,0.765286
"Piscina, hidromassagem, bar na piscina, ping pong, sinuca. Tem tudo para entretenimento.",1,2024-03-29 00:00:00+00:00,Áreas comuns,0.41618904
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns,0.9533414
tem piscinas,1,2025-03-29 13:02:49+00:00,Áreas comuns,0.68595344
Atendimento impecável! Colaboradores atenciosos,1,2025-04-28 00:00:00+00:00,Atendimento da equipe,0.9889613
quarto grande e aconchegante,1,2025-05-05 00:00:00+00:00,Quarto,0.9842442
fomos muito bem recepcionados,1,2024-06-15 19:13:47+00:00,Atendimento da equipe,0.8459451
"Piscinas perfeitas, aquecidas e limpas.",1,2024-01-07 00:00:00+00:00,Áreas comuns,0.9923035
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
Os colaboradores sempre muito solícitos.,1,2024-12-26 19:41:36+00:00,Atendimento da equipe,0.9909803
"O staff é incrivelmente solícito, amigável e sorridente.",1,2025-05-08 12:41:56+00:00,Atendimento da equipe,0.9946157
atendimento nos quartos ... é maravilhoso,1,2024-08-16 22:34:03+00:00,Atendimento da equipe,0.9911254
"Muitas vagas de rua disponíveis, caso você não queira utilizar o estacionamento, que é cobrado a parte.",1,2024-04-13 15:14:04+00:00,Áreas comuns,0.33996984
o atendimento 10!,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.9827247
estacionamento bom,1,2024-05-23 00:00:00+00:00,Áreas comuns,0.99072677
serviço de alta qualidade do checkin,1,2024-01-28 23:49:14+00:00,Atendimento da equipe,0.93334574
conforto,1,2025-03-25 15:57:20+00:00,Quarto,0.5201343
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe,0.5839156
O quarto é de bom tamanho,1,2025-05-08 12:41:56+00:00,Quarto,0.96329075
quarto grande com todas as amenidades,1,2024-02-04 11:27:52+00:00,Quarto,0.5641203
"Os funcionários do refeitório, café da manhã são bons.",1,2024-05-24 00:00:00+00:00,Atendimento da equipe,0.9761098
cama grande e muito confortável,1,2024-09-11 03:43:09+00:00,Quarto,0.9142219
quarto confortável,1,2025-07-21 00:00:00+00:00,Quarto,0.77771056
quartos com camas confortáveis,1,2024-11-14 00:00:00+00:00,Quarto,0.5853526
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
cama confortável,1,2024-02-22 19:56:02+00:00,Quarto,0.66776067
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe,0.5839156
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe,0.977957
"Usamos diversos serviços como o restaurante do hotel, o bar e a academia e ficamos satisfeitos com todos!",1,2025-04-28 00:00:00+00:00,Áreas comuns,0.98128426
quarto confortável,1,2024-05-19 14:12:44+00:00,Quarto,0.77771056
"Hotel bem decorado com piscina, área baby e copa 24 horas para os hóspedes.",1,2025-01-06 00:00:00+00:00,Áreas comuns,0.7989565
"Possui piscinas, jacuzzi e serviço de spa com massagem.",1,2024-10-04 00:00:00+00:00,Áreas comuns,0.5719105
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto,0.8910327
"agradeço a toda a equipe principalmente a Beatriz que tenho que ressaltar, me atendeu muito bem",1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.98372865
piscina,1,2024-11-27 20:20:51+00:00,Áreas comuns,0.71713257
Queria ressaltar a recepcionista Beatriz que nos recepcionou muito bem,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.96045196
funcionários (em geral) atenciosos,1,2025-01-19 00:00:00+00:00,Atendimento da equipe,0.90297735
"o quarto era muito bom, com ar condicionado",1,2024-05-13 18:29:21+00:00,Quarto,0.93542826
O quarto é de bom tamanho,1,2025-05-08 12:41:56+00:00,Quarto,0.96329075
funcionários receptivos,1,2024-11-21 00:00:00+00:00,Atendimento da equipe,0.7166137
o atendimento 10!,1,2024-11-08 00:00:00+00:00,Atendimento da equipe,0.9827247
"Conforto, segurança.",1,2025-01-29 00:00:00+00:00,Quarto,0.67932487
limpo,1,2024-10-16 11:12:20+00:00,Quarto,0.5294736
piscina funciona até mais tarde,1,2024-04-02 00:40:21+00:00,Áreas comuns,0.50704914
"tudo muito limpo cheiroso, toalhas de banho roupas de cama",1,2024-09-10 14:15:15+00:00,Quarto,0.8684107
"linda área aberta com piscina, bar, balanços e bancos para sentar",1,2024-09-25 16:36:19+00:00,Áreas comuns,0.9533414
O hotel conta com piscinas,1,2024-08-27 00:00:00+00:00,Áreas comuns,0.50394213
academia ótimas tbm,1,2024-11-02 15:25:26+00:00,Áreas comuns,0.99068314
o quarto tem uma cama grande,1,2024-03-19 18:37:23+00:00,Quarto,0.5324848
"A boa impressão começou com o Felipe do setor de reservas, que se mostrou bastante empenhado em ajudar e viabilizar a nossa hospedagem no Foz Plaza Hotel.",1,2024-04-10 00:00:00+00:00,Atendimento da equipe,0.977957
funcionários muito educados,1,2024-06-22 00:00:00+00:00,Atendimento da equipe,0.8870249
limpeza excelente,1,2024-08-21 22:03:38+00:00,Quarto,0.8910327
do Dênis do restaurante que no meu aniversário fez uma surpresa com um bolinho,1,2024-11-06 00:00:00+00:00,Atendimento da equipe,0.91256493
bem decorados,1,2024-06-22 00:00:00+00:00,Quarto,0.87280107
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns,0.6559087
funcionários educados,1,2024-05-27 19:42:03+00:00,Atendimento da equipe,0.5839156
atendimento muito simpático,1,2025-04-27 12:09:15+00:00,Atendimento da equipe,0.7606096
O hotel conta com ... academia,1,2024-08-27 00:00:00+00:00,Áreas comuns,0.6156719
Quartos amplos e bem equipados,1,2024-01-10 00:00:00+00:00,Quarto,0.765286
A área da recepção é ampla e com sofás bem confortáveis;,1,2025-03-17 00:00:00+00:00,Áreas comuns,0.8490446
tratamento pela equipe muito bom,1,2024-04-13 23:49:58+00:00,Atendimento da equipe,0.9658328
Quartos amplos e confortáveis,1,2024-01-28 23:49:14+00:00,Quarto,0.74226797
funcionários sempre gentis,1,2024-02-02 21:12:24+00:00,Atendimento da equipe,0.9770758
"Queria também agradecer a Beatriz que nos recepcionou de forma agradavel, e foi extremamente gentil e prestativa",1,2024-11-07 00:00:00+00:00,Atendimento da equipe,0.9907896
O pessoal da recepção super solícitos,1,2024-12-05 23:52:33+00:00,Atendimento da equipe,0.45749545
cama deliciosa,1,2024-03-29 00:00:00+00:00,Quarto,0.99013394
Atendimento de excelência.,1,2024-11-14 00:00:00+00:00,Atendimento da equipe,0.971737
funcionários cordiais,1,2025-01-22 02:21:16+00:00,Atendimento da equipe,0.520449
"Quarto confortável, limpo e com camas confortáveis.",1,2025-01-06 00:00:00+00:00,Quarto,0.8790842
hotel bem limpinho e organizado,1,2024-10-23 12:49:34+00:00,Quarto,0.80589914
"O atendimento foi ótimo o hotel maravilhoso todos os atendentes muitos prestativos e dispostos a sanar qualquer dúvida, em especial a recepcionista Ana Beatriz que nos tendeu maravilhosamente bem, uma pessoa muito carismática e disposta a dar dicas maravilhosas tanto do hotel como da cidade de Foz",1,2024-11-01 00:00:00+00:00,Atendimento da equipe,0.9935676
"Área externa, piscina bar, SPA maravilhoso!",1,2025-04-12 09:09:44+00:00,Áreas comuns,0.9909644
roupas de cama e banho limpas,1,2024-11-21 00:00:00+00:00,Quarto,0.5111966
Ambientes limpos e organizados.,1,2024-11-21 00:00:00+00:00,Áreas comuns,0.6559087
"Parabéns, para todos da equipe!!!!",1,2024-10-21 00:00:00+00:00,Atendimento da equipe,0.9776163
